GEO_ID,DESTINATARIO,CENTRALIZADORA,BAIRRO,CIDADE,SE,LATITUDE,LONGITUDE
253,"ESCOLA PROF VICENTE MONTEIRO - PREDIO: A","01_PE_CRU","NOSSA SENHORA DAS DORES","CARUARU","PE","-8,28401569999999","-35,9658382"
254,"ESCOLA PROF VICENTE MONTEIRO - PREDIO: B","01_PE_CRU","NOSSA SENHORA DAS DORES","CARUARU","PE","-8,28401569999999","-35,9658382"
255,"EREM PE ZACARIAS TAVARES - PREDIO: PRINCIPAL","01_PE_CRU","SALGADO","CARUARU","PE","-8,2751046","-35,9635705999999"
256,"EREM DOM MIGUEL DE LIMA VALVERDE - PREDIO: A","01_PE_CRU","VASSORAL","CARUARU","PE","-8,2946992","-35,9690543"
257,"EREM DOM MIGUEL DE LIMA VALVERDE - PREDIO: B","01_PE_CRU","VASSORAL","CARUARU","PE","-8,2946992","-35,9690543"
258,"EREM DOM MIGUEL DE LIMA VALVERDE - PREDIO: C","01_PE_CRU","VASSORAL","CARUARU","PE","-8,2946992","-35,9690543"
259,"EE PROF ADELIA LEAL - PREDIO: A","01_PE_CRU","PETROPOLIS","CARUARU","PE","-8,2970629","-35,9740545"
260,"ESCOLA PROF ELISETE LOPES - PREDIO: A","01_PE_CRU","CAIUCA","CARUARU","PE","-8,28452799999999","-35,9918469999999"
261,"ESCOLA PROF ELISETE LOPES - PREDIO: B","01_PE_CRU","CAIUCA","CARUARU","PE","-8,28452799999999","-35,9918469999999"
262,"EE SIMOA GOMES - PREDIO: PRINCIPAL","01_PE_GRS","BOA VISTA","GARANHUNS","PE","-8,9050826","-36,4802031999999"
263,"EREM DOM JOAO DA MATA AMARAL - PREDIO: PRINCIPAL","01_PE_GRS","BOA VISTA","GARANHUNS","PE","-8,899454","-36,494872"
264,"EREM DOM MALAN - PREDIO: PRINCIPAL","01_PE_PNZ","CENTRO","PETROLINA","PE","-9,386817","-40,49394"
265,"EE OSA SANTANA DE CARVALHO - PREDIO: PRINCIPAL","01_PE_PNZ","COHAB IV","PETROLINA","PE","-9,3807047","-40,5349762"
266,"EE DR PACIFICO RODRIGUES DA LUZ - PREDIO: PRINCIPAL","01_PE_PNZ","VILA EDUARDO","PETROLINA","PE","-9,38902629999999","-40,4881503"
267,"EE GERCINO COELHO - PREDIO: PRINCIPAL","01_PE_PNZ","KM 2","PETROLINA","PE","-9,38505229999999","-40,5080609999999"
268,"EE PROF OTACILIO NUNES DE SOUZA - PREDIO: PRINCIPAL","01_PE_PNZ","AREIA BRANCA","PETROLINA","PE","-9,386817","-40,49394"
269,"EE CONEGO ROCHAEL DE MEDEIROS - PREDIO: PRINCIPAL","01_PE_RCE","SANTO AMARO","RECIFE","PE","-8,0555447","-34,8798857999999"
270,"EE SYLVIO RABELLO - PREDIO: PRINCIPAL","01_PE_RCE","SANTO AMARO","RECIFE","PE","-8,05503999999999","-34,8811859999999"
271,"EREM SIZENANDO SILVEIRA - PREDIO: PRINCIPAL","01_PE_RCE","SANTO AMARO","RECIFE","PE","-8,0546649","-34,8816862999999"
272,"CEJA VALDEMAR DE OLIVEIRA - PREDIO: PRINCIPAL","01_PE_RCE","SANTO AMARO","RECIFE","PE","-8,05485599999999","-34,88033"
273,"ESCOLA JOAO BARBALHO - PREDIO: PRINCIPAL","01_PE_RCE","BOA VISTA","RECIFE","PE","-8,056207","-34,882784"
274,"EE LUIZ DELGADO - PREDIO: PRINCIPAL","01_PE_RCE","BOA VISTA","RECIFE","PE","-8,0556856","-34,8828493999999"
275,"EREM ANIBAL FERNANDES - PREDIO: PRINCIPAL","01_PE_RCE","SANTO AMARO","RECIFE","PE","-8,04764789999999","-34,8812852"
276,"EREM SANTA ANA - PREDIO: PRINCIPAL","01_PE_RCE","RIO DOCE","OLINDA","PE","-7,9705304","-34,8404814"
277,"EE PROF INES BORBA - PREDIO: PRINCIPAL","01_PE_RCE","RIO DOCE","OLINDA","PE","-7,970888","-34,8398339"
278,"EE DANTAS BARRETO - PREDIO: PRINCIPAL","01_PE_RCE","CENTRO","PAULISTA","PE","-7,94589099999999","-34,8773589999999"
279,"EE MARIA DO CARMO PINTO RIBEIRO POLIVALENTE - PREDIO: PRINCIPAL","01_PE_RCE","JARDIM PAULISTA","PAULISTA","PE","-7,95101899999999","-34,895777"
280,"EREM AUGUSTO SEVERO - PREDIO: PRINCIPAL","01_PE_RCE","PIEDADE","JABOATAO DOS GUARARAPES","PE","-8,18460499999999","-34,9285199999999"
281,"ETE MAXIMIANO ACCIOLY CAMPOS - PREDIO: PRINCIPAL","01_PE_RCE","ENGENHO VELHO","JABOATAO DOS GUARARAPES","PE","-8,1122913","-35,0129047"
282,"EREM FELIPE CAMARAO - PREDIO: PRINCIPAL","01_PE_RCE","PRAZERES","JABOATAO DOS GUARARAPES","PE","-8,157795","-34,9246669999999"
283,"EE POLIVALENTE DE ABREU E LIMA - PREDIO: PRINCIPAL","01_PE_RCE","CENTRO","ABREU E LIMA","PE","-7,9077159","-34,8996198999999"
284,"EREM CONDE PEREIRA CARNEIRO - PREDIO: BL 2","01_PE_RCE","CHA DA TABUA","SAO LOURENCO DA MATA","PE","-7,995636","-35,03555"
285,"EREM CONDE PEREIRA CARNEIRO - PREDIO: BL 1","01_PE_RCE","CHA DA TABUA","SAO LOURENCO DA MATA","PE","-7,995636","-35,03555"
286,"EREM NOBREGA - PREDIO: PRINCIPAL","01_PE_RCE","ENCRUZILHADA","RECIFE","PE","-8,03576059999999","-34,8890979999999"
287,"EE GOV BARBOSA LIMA - PREDIO: PRINCIPAL","01_PE_RCE","GRACAS","RECIFE","PE","-8,05269649999999","-34,896655"
288,"EE DOM IDILIO JOSE SOARES - PREDIO: PRINCIPAL","01_PE_SGP","CENTRO","OURICURI","PE","-7,88777449999999","-40,0871147"
2415,"ECIT OLIVINA OLIVIA CARNEIRO DA CUNHA","01_PB_JPA","CENTRO","JOAO PESSOA","PB","-7,1215305","-34,8746618999999"
2416,"LICEU PARAIBANO","01_PB_JPA","CENTRO","JOAO PESSOA","PB","-7,1211092","-34,8761569999999"
2417,"EEEF PROFA ARGENTINA PEREIRA GOMES","01_PB_JPA","CENTRO","JOAO PESSOA","PB","-7,1218905","-34,8761536"
2418,"IEP - INSTITUTO DE EDUCACAO DA PARAIBA","01_PB_JPA","CENTRO","JOAO PESSOA","PB","-7,1226276","-34,8752169999999"
2419,"EEEFM PROFESSORA ANTONIA RANGEL DE FARIAS","01_PB_JPA","TORRE","JOAO PESSOA","PB","-7,1212783","-34,8601018999999"
2420,"ECIT PRESIDENTE JOAO GOULART","01_PB_JPA","CASTELO BRANCO III","JOAO PESSOA","PB","-7,13592899999999","-34,8515884999999"
2421,"EEEM COMPOSITOR LUIZ RAMALHO","01_PB_JPA","MANGABEIRA I","JOAO PESSOA","PB","-7,16819209999999","-34,8426693999999"
2422,"EEEF DR JOAO NAVARRO FILHO","01_PB_JPA","VALENTINA DE FIGUEIREDO","JOAO PESSOA","PB","-7,20217129999999","-34,8522054999999"
2423,"CENTRO PROFISSIONALIZANTE DEPUTADO ANTONIO CABRAL","01_PB_JPA","VALENTINA I","JOAO PESSOA","PB","-7,20244049999999","-34,8460839999999"
2424,"EEEFM ESCRITOR JOSE LINS DO REGO","01_PB_JPA","CRISTO REDENTOR","JOAO PESSOA","PB","-7,1582444","-34,8728065999999"
2425,"EEEFM CONEGO FRANCISCO GOMES DE LIMA","01_PB_JPA","ERNESTO GEISEL","JOAO PESSOA","PB","-7,17704309999999","-34,8692965999999"
2426,"EEEFM MONSENHOR CONSTANTINO VIEIRA","01_PB_JPA","CENTRO","CAJAZEIRAS","PB","-6,8873813","-38,5579444999999"
2427,"EEEM PROFISSIONALIZANTE DR ELPIDIO DE ALMEIDA","01_PB_JPA","Prata","CAMPINA GRANDE","PB","-7,2382958","-35,8752015"
2428,"EEEFM NENZINHA CUNHA LIMA","01_PB_JPA","JOSE PINHEIRO","CAMPINA GRANDE","PB","-7,2302292","-35,8664608999999"
2429,"EEEFM DR HORTENSIO DE SOUZA RIBEIRO - PREMEN","01_PB_JPA","CATOLE","CAMPINA GRANDE","PB","-7,23599589999999","-35,8724749"
2430,"ENE PADRE EMIDIO VIANA CORREIA","01_PB_JPA","CATOLE","CAMPINA GRANDE","PB","-7,2305412","-35,8731185999999"
2431,"escola estadual de audio comunicacao demostenes cunha lima","01_PB_JPA","Catole","CAMPINA GRANDE","PB","-7,2397526","-35,8723201"
2432,"EEEFM MONTE CARMELO","01_PB_JPA","BELA VISTA","CAMPINA GRANDE","PB","-7,2214143","-35,9034918999999"
2433,"EEEFM PROF ITAN PEREIRA","01_PB_JPA","BODOCONGO","CAMPINA GRANDE","PB","-7,2174725","-35,9236108999999"
2434,"CENTRO DE FORMACAO DE EDUCADORES DE CAMPINA GRANDE","01_PB_JPA","MALVINAS","CAMPINA GRANDE","PB","-7,24615619999999","-35,9179450999999"
2435,"EEEFM RIO BRANCO","01_PB_JPA","CENTRO","PATOS","PB","-7,02421459999999","-37,2756679"
2436,"EEEFM MONSENHOR MANUEL VIEIRA","01_PB_JPA","CENTRO","PATOS","PB","-7,0306521","-37,2749483999999"
2437,"ESCOLA NORMAL ESTADUAL JOSE DE PAIVA GADELHA","01_PB_JPA","GATO PRETO","SOUSA","PB","-6,7581395","-38,2250166999999"
2438,"Centro de Formacao de Educadores de Sousa","01_PB_JPA","Gato Preto","SOUSA","PB","-6,7625254","-38,224935"
2537,"EE JUSCELINO KUBITSCHEK","01_RN_ACU","DOM ELISEU","ACU","RN","-5,5762381","-36,9131427"
2538,"CEDUC JOSE AUGUSTO","01_RN_CIC","PENEDO","CAICO","RN","-6,4631213","-37,0915645999999"
2539,"ESCOLA ESTADUAL JERONIMO ROSADO","01_RN_MRO","SANTO ANTONIO","MOSSORO","RN","-5,18294169999999","-37,3491178"
2540,"EE PROF JOSE NOGUEIRA","01_RN_MRO","SANTO ANTONIO","MOSSORO","RN","-5,1714526","-37,3391523"
2541,"CEJA PROF ALFREDO SIMONETTI","01_RN_MRO","SANTO ANTONIO","MOSSORO","RN","-5,1746344","-37,3451467"
2542,"EE PROF ABEL FREIRE COELHO","01_RN_MRO","NOVA BETANIA","MOSSORO","RN","-5,1797135","-37,3526894999999"
2543,"ESCOLA ESTADUAL ANTONIO GOMES","01_RN_NTL","BELA VISTA","JOAO CAMARA","RN","-5,53418429999999","-35,8141589999999"
2544,"EE FRANCISCO DE ASSIS BITTENCOURT","01_RN_NTL","CENTRO","JOAO CAMARA","RN","-5,5353412","-35,8181641999999"
2545,"EE PROF ANISIO TEIXEIRA","01_RN_NTL","PETROPOLIS","NATAL","RN","-5,7851368","-35,2005298999999"
2546,"EE WISTON CHURCHILL","01_RN_NTL","CENTRO","NATAL","RN","-5,78379599999999","-35,2059039999999"
2547,"CEJA LIA CAMPOS","01_RN_NTL","DIX-SEPT ROSADO","NATAL","RN","-5,8060738","-35,2279105"
2548,"EE EM TEMPO INTEGRAL PROF FRANCISCO IVO","01_RN_NTL","DIXSET ROSADO","NATAL","RN","-5,75439569999999","-35,2045578999999"
2549,"EE PROF ANTONIO PINTO DE MEDEIROS","01_RN_NTL","PITIMBU","NATAL","RN","-5,85620079999999","-35,2407984999999"
2550,"EE RAIMUNDO SOARES","01_RN_NTL","CIDADE  DA ESPERANCA","NATAL","RN","-5,8227731","-35,2348676"
2551,"EE DR MANOEL VILLACA","01_RN_NTL","LAGOA NOVA","NATAL","RN","-5,8185564","-35,2205751999999"
2552,"EE DESEMBARGADOR FLORIANO CAVALCANTI","01_RN_NTL","CAPIM MACIO","NATAL","RN","-5,84119779999999","-35,2065977"
2553,"EE LOURDES GUILHERME","01_RN_NTL","NEOPOLIS","NATAL","RN","-5,86632529999999","-35,2069383999999"
2554,"EE PROF ANTONIO FAGUNDES","01_RN_NTL","POTENGI","NATAL","RN","-5,74604819999999","-35,2606139999999"
2555,"EE PEREGRINO JUNIOR","01_RN_NTL","POTENGI","NATAL","RN","-5,75628229999999","-35,2553002"
2556,"EE WALTER DUARTE PEREIRA","01_RN_NTL","POTENGI","NATAL","RN","-5,7516467","-35,2586378999999"
2557,"EE PROFESSOR VARELA BARCA","01_RN_NTL","POTENGI","NATAL","RN","-5,75031059999999","-35,2523277"
2558,"EE DR JOSE FERNANDES DE MELO","01_RN_PFR","PARAISO","PAU DOS FERROS","RN","-6,10501089999999","-38,2106892999999"
2559,"EE 4 DE SETEMBRO","01_RN_PFR","SAO JUDAS TADEU","PAU DOS FERROS","RN","-6,1146437","-38,208806"
2560,"EE FERNANDO CORREA","01_MS_CPE","Lapa","TRES LAGOAS","MS","-20,778665","-51,702747"
2561,"ESCOLA MUNICIPAL PROFª MARIA EULALIA VIEIRA","01_MS_CPE","JARDIM ALVORADA","TRES LAGOAS","MS","-20,796578","-51,6877759999999"
2562,"ESCOLA MUNICIPAL EUFROSINA PINTO","01_MS_CPE","SANTOS DUMONT II","TRES LAGOAS","MS","-20,805118","-51,7065109999999"
2563,"ESCOLA MUNICIPAL PROFº RAMEZ TEBET","01_MS_CPE","JARDIM MORUMBI","TRES LAGOAS","MS","-20,764748","-51,6984029999999"
2564,"ESCOLA ESTADUAL JOAO MAGIANO PINTO","01_MS_CPE","Vila Nova","TRES LAGOAS","MS","-20,7788639999999","-51,7013439999999"
2565,"ESCOLA MUNICIPAL JOAQUIM MARQUES DE SOUZA","01_MS_CPE","VILA ALEGRE","TRES LAGOAS","MS","-20,793541","-51,6728949"
2566,"ESCOLA ESTADUAL BOM JESUS","01_MS_CPE","JARDIM WANDREL","TRES LAGOAS","MS","-20,7764856","-51,6923299999999"
2567,"ESCOLA ESTADUAL PADRE JOAO TOMES","01_MS_CPE","Vila Piloto 1","TRES LAGOAS","MS","-20,7914972999999","-51,6659379999999"
2568,"EE DOM AQUINO CORREA","01_MS_CPE","SANTOS DUMONT","TRES LAGOAS","MS","-20,7951513","-51,7168735999999"
2569,"ESCOLA ESTADUAL JOAO PONCE DE ARRUDA","01_MS_CPE","SANTA RITA","TRES LAGOAS","MS","-20,8007297999999","-51,6989706999999"
2570,"ESCOLA MUNICIPAL FLAUSINA DE ASSUNCAO MARINHO","01_MS_CPE","SANTA RITA","TRES LAGOAS","MS","-20,79876","-51,7321878999999"
2571,"ESCOLA ESTADUAL PROFº LUIZ LOPES DE CARVALHO","01_MS_CPE","SANTA TEREZINHA","TRES LAGOAS","MS","-20,8005655999999","-51,7294938"
2572,"ESCOLA ESTADUAL EDWARDS CORREA E SOUZA","01_MS_CPE","INTERLAGOS","TRES LAGOAS","MS","-20,7827207999999","-51,7061379"
2573,"ESCOLA ESTADUAL AFONSO PENA","01_MS_CPE","CENTRO","TRES LAGOAS","MS","-20,7853846","-51,7063198999999"
2574,"ESCOLA ESTADUAL JOAO DANTAS FILGUEIRAS","01_MS_CPE","IPACARAI","TRES LAGOAS","MS","-20,7829383999999","-51,7258627"
2575,"EE SAO GABRIEL","01_MS_CPE","CENTRO","SAO GABRIEL DO OESTE","MS","-19,3961945","-54,5713944999999"
2576,"EE BERNARDINO FERREIRA DA CUNHA","01_MS_CPE","CENTRO","SAO GABRIEL DO OESTE","MS","-19,3926264","-54,5727978999999"
2577,"ESCOLA MUNICIPAL PINGO DE GENTE","01_MS_CPE","PRIMO MAFFISSONI","SAO GABRIEL DO OESTE","MS","-19,4019602","-54,5799055"
2578,"ESCOLA MUNICIPAL ARMELINDO TONON","01_MS_CPE","MILANI","SAO GABRIEL DO OESTE","MS","-19,395665","-54,5646747999999"
2579,"ESCOLA MUNICIPAL NILMA GLORIA GERACE GAZINEU","01_MS_CPE","JARDIM GRAMADO","SAO GABRIEL DO OESTE","MS","-19,3774128999999","-54,581738"
2580,"ESCOLA ESTADUAL PROFESSORA CREUZA APARECIDA DELLA COLETA","01_MS_CPE","JARDIM GRAMADO","SAO GABRIEL DO OESTE","MS","-19,3781014999999","-54,5860269"
2581,"UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL","01_MS_CPE","VILA GISELE","AMAMBAI","MS","-23,0979707","-55,2250084"
2582,"EE DR FERNANDO CORREA DA COSTA","01_MS_CPE","CENTRO","AMAMBAI","MS","-23,0975597","-55,2397621"
2583,"EE VESPASIANO MARTINS","01_MS_CPE","VILA ALBA","AMAMBAI","MS","-23,1114575","-55,2217981"
2584,"EM ANTONIO PINTO DA SILVA","01_MS_CPE","VILA PIMENTEL","AMAMBAI","MS","-23,0992239999999","-55,2418819999999"
2585,"EE CEL FELIPE DE BRUM","01_MS_CPE","CENTRO","AMAMBAI","MS","-23,1071032999999","-55,231323"
2586,"EE DOM AQUINO CORREA","01_MS_CPE","VILA VILARINHO","AMAMBAI","MS","-23,1006870999999","-55,221648"
2587,"EE VINICIUS DE MORAES","01_MS_CPE","CENTRO","NAVIRAI","MS","-23,069406","-54,202342"
2588,"EE EURICO GASPAR DUTRA","01_MS_CPE","CENTRO","NAVIRAI","MS","-23,0625235","-54,2062477999999"
2589,"EE JURACY ALVES CARDOSO","01_MS_CPE","CENTRO","NAVIRAI","MS","-23,0554288999999","-54,1987607"
2590,"EMEF PROFª MARIA DE LOURDES AQUINO SOTANA","01_MS_CPE","BOA VISTA","NAVIRAI","MS","-23,0709009999999","-54,211905"
2591,"ESCOLA MUNICIPAL VER. ODERCIO NUNES DE MATOS","01_MS_CPE","HARRY AMORIM COSTA","NAVIRAI","MS","-23,0545128","-54,199531"
2592,"ESCOLA MUNICIPAL MARECHAL RONDON","01_MS_CPE","CENTRO","NAVIRAI","MS","-23,0663939","-54,2109073"
2593,"EE ANTONIO FERNANDES","01_MS_CPE","JARDIM PROGRESSO","NAVIRAI","MS","-23,0487038999999","-54,2033278999999"
2594,"EMEF PROF MILTON DIAS PORTO","01_MS_CPE","JARDIM PARAISO","NAVIRAI","MS","-23,0558529999999","-54,220126"
2595,"EMEIEF JOSE MARTINS FLORES","01_MS_CPE","RESIDENCIAL SOL NASCENTE","NAVIRAI","MS","-23,0685241999999","-54,189737"
2596,"EMEF JOSE CARLOS DA SILVA","01_MS_CPE","JARDIM PARAISO","NAVIRAI","MS","-23,0565257999999","-54,2233586999999"
2597,"UEMS - UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL","01_MS_CPE","VILA CAMISAO","JARDIM","MS","-21,480153","-56,161245"
2598,"EE ANTONIO PINTO PEREIRA","01_MS_CPE","CENTRO","JARDIM","MS","-21,4860469999999","-56,1505281999999"
2599,"EE CORONEL JUVENCIO","01_MS_CPE","CENTRO","JARDIM","MS","-21,479403","-56,1397262999999"
2600,"EE CEL PEDRO JOSE RUFINO","01_MS_CPE","VILA ANGELICA I","JARDIM","MS","-21,4774613","-56,1536030999999"
2601,"EM CASTELO BRANCO","01_MS_CPE","VILA ANGELICA I","JARDIM","MS","-21,4780684999999","-56,1518259999999"
2602,"EM MAJOR ALBERTO RODRIGUES DA COSTA","01_MS_CPE","VILA ANGELICA I","JARDIM","MS","-21,4717008","-56,1533196999999"
2603,"EM OSWALDO FERNANDES MONTEIRO","01_MS_CPE","VILA ANGELICA","JARDIM","MS","-21,4801426","-56,1395867"
2604,"ESCOLA MUNICIPAL RUI BARBOSA","01_MS_CPE","VILA PLANALTO","CAARAPO","MS","-22,6324031","-54,8337034999999"
2605,"ESCOLA ESTADUAL TENENTE AVIADOR ANTONIO JOAO","01_MS_CPE","CENTRO","CAARAPO","MS","-22,6376869999999","-54,8203192"
2606,"EE PROFA CLEUZA APARECIDA VARGAS GALHARDO","01_MS_CPE","VILA JARY","CAARAPO","MS","-22,638545","-54,831076"
2607,"EE PROF JOAQUIM ALFREDO SOARES VIANNA","01_MS_CPE","VILA PLANALTO","CAARAPO","MS","-22,6296798","-54,8282882999999"
2608,"ESCOLA ESTADUAL ARCENIO ROJAS","01_MS_CPE","VILA PLANALTO","CAARAPO","MS","-22,6252552","-54,8314183"
2609,"UEMS UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL","01_MS_CPE","Cidade Universitaria","DOURADOS","MS","-22,1962189999999","-54,9301869999999"
2610,"EE PRESIDENTE VARGAS","01_MS_CPE","CENTRO","DOURADOS","MS","-22,2237170999999","-54,8098527"
2611,"EE CASTRO ALVES","01_MS_CPE","CENTRO","DOURADOS","MS","-22,2232337999999","-54,8120114"
2612,"ESCOLA ESTADUAL ANTONIA DA SILVEIRA CAPILE","01_MS_CPE","Jardim Agua Boa","DOURADOS","MS","-22,2391094","-54,8088338"
2613,"ESCOLA MUNICIPAL LOIDE BONFIM ANDRADE","01_MS_CPE","Jardim Agua Boa","DOURADOS","MS","-22,2439387","-54,8103242999999"
2614,"CENTRO ESTADUAL DE EDUCACAO PROFISSIONAL","01_MS_CPE","JARDIM AGUA BOA","DOURADOS","MS","-22,2529086","-54,8134945999999"
2615,"ESCOLA MUNICIPAL FRANKLIN LUIZ AZAMBUJA","01_MS_CPE","BNH 4º Plano","DOURADOS","MS","-22,2219349","-54,8357658999999"
2616,"EE VILMAR VIEIRA MATOS","01_MS_CPE","JARDIM RASSELEM","DOURADOS","MS","-22,2541371","-54,8090243999999"
2617,"EE MARIA DA GLORIA MUZZI FERREIRA","01_MS_CPE","JARDIM AGUA BOA","DOURADOS","MS","-22,2413203","-54,8011558999999"
2618,"EE RAMONA DA SILVA PEDROSO","01_MS_CPE","SANTO ANDRE","DOURADOS","MS","-22,2090548","-54,7886505999999"
2619,"ESCOLA MUNICIPAL JANUARIO PEREIRA DE ARAUJO","01_MS_CPE","Jardim Italia","DOURADOS","MS","-22,2407204999999","-54,8193241"
2620,"EE ESTADUAL PASTOR DANIEL BERG","01_MS_CPE","CENTRO","DOURADOS","MS","-22,2327684","-54,8211014"
2621,"ESCOLA ESTADUAL ABIGAIL BORRALHO","01_MS_CPE","Centro","DOURADOS","MS","-22,2294435999999","-54,8222431"
2622,"ESCOLA MUNICIPAL WEIMAR GONCALVES TORRES","01_MS_CPE","JARDIM OLINDA","DOURADOS","MS","-22,2333457999999","-54,8319819999999"
2623,"ESCOLA MUNICIPAL PROFESSORA AVANI CARGNELUTTI FEHLAUER","01_MS_CPE","Jardim Florida I","DOURADOS","MS","-22,2247379","-54,8372461"
2624,"EE MINISTRO JOAO PAULO DOS REIS VELOSO","01_MS_CPE","JARDIM TROPICAL","DOURADOS","MS","-22,2239864999999","-54,8281774"
2625,"EE PROFESSORA FLORIANA LOPES","01_MS_CPE","ISIDRO PEDROSO","DOURADOS","MS","-22,2411750999999","-54,7889969"
2626,"ESCOLA MUNICIPAL AURORA PEDROSO CAMARGO","01_MS_CPE","Parque Alvorada","DOURADOS","MS","-22,2139513","-54,8342804999999"
2627,"ESCOLA ESTADUAL RITA ANGELINA BARBOSA SILVEIRA","01_MS_CPE","Vila Roma II","DOURADOS","MS","-22,2469685999999","-54,8340814"
2628,"EE MENODORA FIALHO DE FIGUEIREDO","01_MS_CPE","JARDIM CARAMURU","DOURADOS","MS","-22,224989","-54,7965969999999"
2629,"EE FLORIANO VIEGAS MACHADO","01_MS_CPE","JARDIM OURO VERDE","DOURADOS","MS","-22,219536","-54,7787288999999"
2630,"ESCOLA MUNICIPAL CLARICE BASTOS ROSA","01_MS_CPE","JARDIM MARACANA","DOURADOS","MS","-22,2171289999999","-54,7662199999999"
2631,"ESCOLA ESTADUAL PROFESSOR CELSO MULLER DO AMARAL","01_MS_CPE","Jardim Maracana","DOURADOS","MS","-22,2145903","-54,7686587999999"
2632,"EE VEREADOR MOACIR DJALMA BARROS","01_MS_CPE","DIOCLESIO ARTUZI","DOURADOS","MS","-22,2660954999999","-54,7837703"
2633,"ESCOLA MUNICIPAL NEIL FIORAVANTI - CAIC","01_MS_CPE","Parque Nova Dourados","DOURADOS","MS","-22,2460981999999","-54,7956657"
2634,"ESCOLA ESTADUAL PROFESSOR ALICIO DE ARAUJO","01_MS_CPE","Terra Roxa II","DOURADOS","MS","-22,2480392","-54,7884486999999"
2635,"EE PRESIDENTE TANCREDO NEVES","01_MS_CPE","PARQUE DAS NACOES I PLANO","DOURADOS","MS","-22,2292294999999","-54,7573106999999"
2636,"ESCOLA MUNICIPAL ETALIVIO PENZO","01_MS_CPE","Parque das Nacoes","DOURADOS","MS","-22,2368683","-54,7538509"
2637,"ESCOLA ESTADUAL PROFESSOR JOSE PEREIRA LINS","01_MS_CPE","VILA SAO BRAS","DOURADOS","MS","-22,2419316","-54,7384316999999"
2638,"ESCOLA ESTADUAL VILA BRASIL","01_MS_CPE","JARDIM TATIANA","FATIMA DO SUL","MS","-22,3678111999999","-54,5146171"
2639,"ESCOLA ESTADUAL SENADOR FILINTO MULLER","01_MS_CPE","CENTRO EDUCACIONAL","FATIMA DO SUL","MS","-22,3861269999999","-54,5093579999999"
2640,"ESCOLA ESTADUAL VICENTE PALLOTTI","01_MS_CPE","SANTA RITA","FATIMA DO SUL","MS","-22,3721309999999","-54,5104583999999"
2641,"Centro Educacional Municipal Crianca Esperanca II","01_MS_CPE","Morada do Sol","RIO BRILHANTE","MS","-21,7917409999999","-54,5559330999999"
